skills,institution,degree_names,graduation_year,field_of_study,experience_company_names,experience_start_dates,experience_end_dates,experience_related_skills,experience_positions,experience_responsibilities,languages,langauge_proficiency_levels
"['Microsoft Windows 10', 'Memtest86', 'TeamViewer', 'McAfee Endpoint Security', 'Acronis True Image', 'Recuva', 'Wireshark', 'HWiNFO', 'VMware Workstation', 'PowerShell']",university of washington,bachelor of science,2015,computer science,"['expedia group', 'nordstrom', 'tableau software']","['2021', '2018', '2015']","['current', '2021', '2018']","[['Hardware troubleshooting', 'Software troubleshooting', 'McAfee Endpoint Security', 'Acronis True Image'], ['Technical support', 'Microsoft Windows 10', 'IT infrastructure management', 'Memtest86'], ['Software troubleshooting', 'Wireshark', 'Network analysis', 'Customer support']]","['Computer Technician', 'IT Support Specialist', 'Help Desk Technician']","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,
"['Machine Learning', 'Deep learning', 'Logistic Regression', 'k-means clustering', 'LSTM', 'Emperical Modelling']",inderprastha engineering college ghaziabad,b.tech(computers),2020,computers,['absolutdata research & analytics'],['Jan 2020'],['Till Date'],"[['Machine Learning', 'Empirical Mode Decomposition', 'LSTM']]",['Machine Learning Intern'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,
"['Data Analytics', 'Natural Language Processing', 'Production Engineering', 'Production Analytics', 'Tableau', 'Machine Learning', 'Python', 'NLTK']",smv institute of technology,b.tech,2019,electrical and electronics,['mahindra ltd'],['2019'],['TILL DATE'],"[['Data Analytics', 'Production Engineering', 'Machine Learning']]",['Assistant Analyst'],"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",,
"['SAAS', 'Data Analyst', 'SQL', 'SPSS', 'Statistical Analysis', 'Microsoft Azure', 'Power Bi', 'MySQL', 'Excel', 'Data Visualization', 'Data Interpretation', 'Data Extraction', 'Cloud Computing', 'Business Intelligence']",pune university,b.tech,2019,electrical,['dtsl software services'],['Jul 2019'],['Ongoing'],"[['Business Intelligence', 'Data Analysis', 'Report Synthesis', 'Solution Documentation']]",['Associate Data Engineer'],"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",,
"['Machine Learning', 'Software Development', 'Text Analysis', 'Natural Language Processing', 'Image Processing', 'Python', 'Data Management', 'Scikit Learn', 'C', 'C#', '.NET', 'SQL']",punjab technical university,b.tech,2020,computer science,['hs institute'],['May 2019'],['Oct 2019'],"[['Data Management', 'Machine Learning']]",['Trainee'],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,
"['Requirement Analysis', 'Machine Learning', 'Predictive Analytics', 'Python', 'Tableau', 'PowerBI', 'R', 'SQL', 'Advanced Excel', 'Business Analytics']",sri venkateshwara university (svu),b.ca,2020,computer applications,['cdx infotech'],['August 2019'],['January 2020'],"[['Python', 'SQL', 'Tableau', 'Power BI']]",['BU Analyst Intern'],"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",,
"['SAAS', 'Data Analyst', 'SQL', 'SPSS', 'Statistical Analysis', 'Microsoft Azure', 'Power Bi', 'MySQL', 'Excel', 'Data Visualization', 'Data Interpretation', 'Data Extraction', 'Cloud Computing', 'Business Intelligence']",pune university,b.tech,2019,electrical,['dtsl software services'],['Jul 2019'],['Ongoing'],"[['Business Intelligence', 'Data Analysis', 'Report Synthesis', 'Solution Documentation']]",['Associate Data Engineer'],"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",,
"['Python', 'Machine Learning', 'Deep Learning', 'R', 'Computer Vision', 'Numpy', 'Panda', 'Matplotlib', 'MySQL', 'OpenCV', 'PyTorch']",punjab university,b.tech,2019,electrical,"['gruvil technologies', 'drdo']","['Apr 2020', 'Dec 2018']","['Ongoing', 'Jul 2019']","[['NLP', 'Data Scrapping', 'Python', 'Beautiful Soup'], ['Image Processing', 'Python', 'Satellite Imagery']]","['Intern Trainee', 'Intern Developer']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,
"['Snowflake', 'Python', 'C++', 'R', 'SQL', 'Tableau', 'PyTorch']",university of british columbia,b.s.,2013,engineering,"['abcellera', 'microsoft', 'swiss re']","['July 2014', 'January 2012', 'May 2012']","['current', 'June 2014', 'May 2014']","[['Computer Vision', 'Machine Learning', 'Data Collection', 'KPI Reports'], ['Predictive Modeling', 'Data Analysis', 'Algorithm Development', 'Data Visualization'], ['Data Science', 'Algorithm Development', 'Strategic Insights', 'Business Communication']]","['Computer Vision Scientist', 'IT Data Scientist', 'Associate Data Scientist']","Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",,
"['Machine Learning', 'Data Analysis', 'Data Visualization', 'Risk Assessment', 'Debugging', 'Database Management', 'Access Control', 'IAM', 'Sail point', 'Java', 'Python', 'MySQL', 'MongoDB', 'Data Structures']","jyothi institute of engineering & technology, hyderabad",b.e. (computers),2019,computers,['delta info-nancial services'],['Jun 2019'],['Ongoing'],"[['IAM solutions', 'SailPoint', 'Java', 'security alerts', 'requirements gathering', 'design & development']]",['SDE for Software Caging'],"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",,
"['Software Engineering', 'SDLC', 'Data Handling', 'Data Warehousing', 'Data Cleaning', 'Model Building', 'AWS', 'Python', 'C++', 'Big Data']","hit, haldia",b.sc,2019,applied statistics and computation,['sgn pvt ltd'],['Nov 2019'],['Till Date'],"[['Software Development Lifecycle', 'Requirement Analysis', 'Documentation', 'Coding', 'Testing']]",['Associate Developer'],"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",,
"['Python', 'MySQL', 'Tensorflow', 'Keras', 'Machine Learning', 'Deep Learning']",ppc university,b.tech,2020,chemical,['asm management'],['Jan 2019'],['Oct 2019'],"[['Machine Learning', 'Image Processing']]",['Intern'],"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",,
"['Business Analysis', 'Machine Learning', 'Requirement Gathering', 'Data Analysis', 'Artificial Intelligence', 'Predictive Modeling', 'Deep Learning', 'Data Modeling', 'Manual Testing', 'Quality Assurance', 'Python', 'R', 'SQL', 'HTML', 'Numpy', 'Tensorflow']","indian institute of technology (iit), mumbai",b.tech,2020,mechanical,['loyalty rewards management. pvt. ltd.'],['Aug 2020'],['Till Date'],"[['Business Analysis', 'Data Analysis', 'Designing', 'Predictive Modeling']]",['Business Analyst'],"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",,
"['Web Developer', 'Data Analyst', 'Web Development', 'Machine Learning', 'Python', 'FrontEnd', 'HTML', 'Javascript', 'PHP', 'CSS', 'MySQL', 'Java', 'Data Structures', 'OOP', 'Algorithms', 'C']","shri guru gobind singhji college of engineering and technology, nanded",b.tech(computers),2019,computers,['sai technologies'],['Aug 2020'],['Till Date'],"[['python', 'cybersecurity', 'HTML', 'CSS', 'javascript', 'java', 'Docker containers']]",['Intern'],"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,
"['Business Analyst', 'Data Analysis', 'Machine Learning', 'Python', 'C++', 'DotNet', 'Java', 'PyTorch']","institute of technology, banaras hindu university",b.tech (civil),2019,civil,['citi'],['March 2019'],['June 2020'],"[['Data Analysis', 'Machine Learning']]",['Financial Business Analyst Intern'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",,
"['Computer System Building and Repair', 'Hardware and Software Installation', 'Diagnostic Software Utilities', 'Remote Access', 'Networking', 'Computer Management', 'CNNs', 'LSTMs', 'PyTorch']",bob jones university,b.s.,2018,computer science,"['collins aerospace', 'aeronix inc.', 'netalytics']","['December 2020', 'November 2019', 'June 2018']","['current', 'December 2020', 'November 2019']","[['System and Network Procurement', 'Installation', 'Administration', 'Security', 'Troubleshooting', 'Machine Learning'], ['Deep Learning', 'Computer Vision', 'Algorithm Design', 'Machine Learning Models', 'Data Quality Evaluation'], ['Problem Analysis', 'Troubleshooting', 'System Tracking', 'Communication', 'Inventory Management']]","['Computer Scientist', 'Machine Learning Scientist', 'Entry-Level Computer Support Specialist']","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",,
"['Data Analysis', 'Data Analytics', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Data Exploration', 'Sequential Analysis']",goverment college of engineering and ceramic technology,b.tech,2020,computers,['wtpl'],['Jun 2020'],['till date'],"[['Machine Learning', 'Data Collection']]",['Associate Project Engineer'],"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,
"['C++', 'Python', 'Firebase', 'Flutter', 'Tensorflow', 'Pandas', 'Numpy', 'Kotlin', 'Java', 'MongoDB', 'NoSQL']","national institute of technology (nit), hamirpur",b.tech,2020,computers,['xcelsior'],['May 2019'],['Till date'],"[['Unsupervised learning', 'DBSCAN', 'K-Means']]",['SDE'],"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,
"['SAAS', 'Data Analyst', 'SQL', 'SPSS', 'Statistical Analysis', 'Microsoft Azure', 'Power Bi', 'MySQL', 'Excel', 'Data Visualization', 'Data Interpretation', 'Data Extraction', 'Cloud Computing', 'Business Intelligence']",pune university,b.tech,2019,electrical,['dtsl software services'],['Jul 2019'],['Ongoing'],"[['Business Intelligence', 'Data Analysis', 'Report Synthesis', 'Solution Documentation']]",['Associate Data Engineer'],"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",,
"['Data Analytics', 'Artificial Intelligence', 'Data Visualization', 'Machine Learning', 'Python', 'Data Wrangling', 'Featurization', 'Heuristics', 'Data Structures']","punjabi university, patiala",b.tech,2019,electronics and communication,['jp informatics'],['Feb 2020'],['Oct 2020'],"[['Database Management', 'Recommender System', 'Data Cleaning']]",['Intern'],"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,
"['Data Scientist', 'Data Analyst', 'Software Development', 'Machine Learning', 'Natural Language Processing', 'Business Solutions', 'Process Flow', 'Logistic Regression', 'MySQL', 'MongoDB', 'Python', 'PowerBI', 'Hadoop']","rajiv gandhi proudyogiki vishwavidyalaya (rgpv), bhopal",b.e. (data engineering),2019,data engineering,['united health group'],['Jun 2019'],['Till Date'],"[['Machine Learning', 'Data Science']]",['Data Scientist'],"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",,
"['Research Associate', 'Business Analyst', 'Business Analytics', 'Data Mining', 'Data Modeling', 'Predictive Analysis', 'Business Intelligence', 'Machine Learning', 'Market Research', 'Customer Engagement', 'Risk Management', 'Retention', 'Audience', 'Python']",bhavleesh duggar college,b.tech,2020,mechanical,['kripa infotech'],['Apr 2020'],['Sep 2020'],"[['Market Research', 'Data Analysis']]",['Associate Market Research Analyst Intern'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",,
"['Machine Learning', 'Data Transition', 'Natural Language Processing', 'Predictive Analytics', 'Data Cleaning', 'Data Visualization', 'Deep Learning', 'BeRT Modelling', 'Tensorflow', 'Python', 'SciKit Learn', 'Data computation libraries in python']",pgg college bangalore,b.tech,2019,electrical,['cutthroat media'],['Jan 2019'],['Feb 2020'],"[['NLP', 'Data Analysis']]",['NLP Analyst'],"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",,
"['Machine learning', 'Data Science', 'Deep Learning', 'Decision Trees', 'Random Forest', 'XGBoost', 'CATBoost', 'Classification', 'Regression', 'Scikit Learn', 'Numpy', 'Pandas', 'OpenCV', 'Python', 'Matplotlib', 'Loss Optimization']","raja birsimbal college, ranchi",b.tech,2019,cse,['tml infotech'],['Mar 2019'],['till date'],"[['Machine learning', 'Deep Learning', 'Data Science']]",['Junior Machine Learning And Deep Learning Engineer'],"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",,
